employee_number|employee_grade|local_expat|assignment_status|employee_depute_branch|region|geography|group_customer|project_iou|project_type|department|employee_parent_iou|mapped_parent_ou_excluding_bps|mapped_sub_iou_parent_ou_excluding_bps|mapped_project_ou|mapped_sub_project_ou|tcs_exp|total_rel_exp|won_swon|delivery_unit|bg|emp_role|mlt_pool_category|status|completion_certification_id|completion_certification_name|completion_date
823416|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Royal London Group|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|12.53|WON|IS-BFSI-UK 2-Parent|BFSI|Developer|Generic|FY22 Completion|3854|Professional Scrum Master II Certification|15/03/2022
522452|C4|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Equitable Holdings Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|20.32|WON|IS-BFSI-US East-Parent|BFSI|Business Consultant|Generic|FY22 Completion|3355|Fellow, Insurance Institute of India Certification|20/01/2022
237931|C3A|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Bank of Montreal|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|1+ yrs in TCS|19.9|WON|BFSI-CBO-Parent|BFSI|Database Administrator|Generic|FY22 Completion|19246|Oracle Cloud Infrastructure 2021 Architect Professional Certification|12/01/2022
226169|C3B|Expat|Long Term US|TCS - NEW YORK 1 NY|United States|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GFT|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GFT|1+ yrs in TCS|18.18|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Architect|Generic|FY22 Completion|15288|Microsoft Azure Developer Associate Certification|23/12/2021
475980|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|11.58|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|24/03/2022
339765|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GFT|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GFT|1+ yrs in TCS|17.91|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|FY22 Completion|14861|Oracle Certified Professional - Java SE 11 Developer Certification|22/03/2022
353130|C3B|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|12.56|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Architect|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|23/10/2021
2105725|C4|Local|Active Assignment|TCS - Australia|Australia|APAC|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|EP with < 1yr in TCS|20.21|WON|IS-BFS7-Parent|BFSI|Project Manager|Generic|FY22 Completion|6071|Program Management: Managing Successful Programmes - Foundation Level|02/11/2021
397295|C3B|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - Standard Life|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|17.25|WON|BFSI-CBO-Parent|BFSI|Solution Architect|Generic|FY22 Completion|15550|ServiceNow Micro-Certification - Application Portfolio Management (APM)|16/12/2020
916747|C3B|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|14.2|WON|IS-BFSI-US West-Parent|BFSI|Project Manager|Generic|FY22 Completion|14887|SnowPro Core Certification|24/03/2022
1737903|C3B|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - Barclays plc|IS-BFSI-UK 1-Parent|TURNKEY|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|1+ yrs in TCS|15.88|WON|IS-BFSI-UK 1-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|22/01/2022
1361989|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Pacific Mutual Holding Company|IS-BFSI-US East-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|11.97|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|18/11/2021
1189431|C3A|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - Bank of New York Mellon Corporation|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|1+ yrs in TCS|11.36|WON|IS-BFSI-US East-Parent|BFSI|Developer|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|22/09/2021
180605|C3B|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - PNC|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - PA & MI|IS-BFSI-US East-Parent|BFSI US East - PA & MI|1+ yrs in TCS|16.69|WON|IS-BFSI-US East-Parent|BFSI|Project Manager|Generic|FY22 Completion|16232|Domain : The Influencer Program_E2_Curriculum|23/01/2022
247358|C3B|Local|Active Assignment|TCS - Australia|Australia|APAC|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TIME AND MATERIAL|CC|BFSI-Analytics & Insights-Parent|BFSI-Analytics & Insights-Parent|BFSI-A&I-Business Analytics 1.0|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|14.44|WON|BFSI-Analytics & Insights-Parent|BFSI|Technical Lead|Generic|FY22 Completion|13557|Tableau Desktop Specialist Certification|17/11/2021
203461|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|15.81|WON|IS-BFSI-UK 1-Parent|BFSI|Technical Architect|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|07/01/2022
924329|C3A|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - ABN Amro|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|1+ yrs in TCS|11.55|WON|IS-BFSI-Europe NW-Parent|BFSI|Developer|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|20/09/2021
1055668|C3A|Local|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - SYMCOR INC.|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|1+ yrs in TCS|11.85|WON|TCS Interactive|BFSI|Technical Lead|Generic|FY22 Completion|14950|Kofax TotalAgility 7.6 Essentials Certification|16/03/2021
1053506|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - AGEAS|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|13.39|WON|BFSI-CBO-Parent|BFSI|Technical Architect|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|12/02/2022
357204|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|15.96|WON|IS-BFSI-UK 1-Parent|BFSI|Lead|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|12/03/2022
2025855|C3B|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - NORDEA BANK AB|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|EP with < 1yr in TCS|15.48|WON|IS-BFSI-Europe NW-Parent|BFSI|Senior Engineer|Generic|FY22 Completion|3901|ISTQB Certified Tester - Advanced Level:Test Analyst Certification|20/08/2018
1918511|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Standard Life|IS-BFSI-UK 2-Parent|TURNKEY|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|12.15|WON|BFSI-Enterprise Application Services - Parent|BFSI|Senior Engineer|Generic|FY22 Completion|18567|Oracle Cloud Infrastructure Foundations 2021 Associate Certification|02/03/2022
475918|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|11.58|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|24/03/2022
1201225|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|11.38|WON|IS-BFSI-Europe Central-Parent|BFSI|Senior Engineer|Generic|FY22 Completion|13036|Google Cloud Certified Associate Cloud Engineer Certification|15/01/2022
190642|C3A|Expat|Long Term US|TCS - Chicago(Naperville) IL|United States|NORTH AMERICA|Group Client - State Farm|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.4-Group4|IS-BFSI-US West-Parent|IS-BFSI-US West 1.4-Group4|1+ yrs in TCS|16.21|WON|IS-BFSI-US West-Parent|BFSI|Analyst|Generic|FY22 Completion|4615|IIBA Certified Business Analysis Professional (CBAP) Certification|06/04/2020
471023|C3A|Expat|Long Term US|TCS - Raleigh NC|United States|NORTH AMERICA|Group Client - Equitable Holdings Inc.|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|11.63|WON|IS-BFSI-US East-Parent|BFSI|Developer|Generic|FY22 Completion|12599|ALMI - Associate, Life Management Institute Certification|19/02/2013
528624|C3B|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Euroclear PLC|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.6-Group6|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.6-Group6|1+ yrs in TCS|14.26|WON|IS-BFSI-Europe NW-Parent|BFSI|Functional Analyst|Generic|FY22 Completion|16232|Domain : The Influencer Program_E2_Curriculum|04/11/2021
716931|C4|Expat|Long Term US|TCS - Sunnyvale|United States|NORTH AMERICA|Group Client - Zurich Insurance Group Ltd|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|1+ yrs in TCS|16.28|WON|TCS Interactive|BFSI|Technical Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|05/08/2022
520183|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - THE NORTHERN TRUST COMPANY|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|1+ yrs in TCS|11.15|WON|IS-BFSI-US East-Parent|BFSI|Product Specialist|Generic|FY22 Completion|4453|NSE-NCFM Options Trading Strategies Module Certification|05/01/2022
240210|C3A|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - HSBC|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.3-Group3|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.3-Group3|1+ yrs in TCS|14.8|WON|IS-BFSI-UK 1-Parent|BFSI|PMO Lead|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|30/03/2022
1100708|C2|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - METLIFE INC.|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.8-Group8|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.8-Group8|1+ yrs in TCS|18.05|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Architect|Generic|FY22 Completion|15409|Microsoft - Azure Database Administrator Associate Certification|03/07/2021
161388|C4|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Puma Energy|IS-BFSI-Europe Central-Parent|TURNKEY|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|1+ yrs in TCS|19.18|WON|IS-BFSI-Europe Central-Parent|BFSI|Project Manager|Generic|FY22 Completion|16490|CATALYST : Leading Transformation Programs|26/10/2021
2027509|C4|Local|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Zurich Insurance Group Ltd|IS-BFSI-Europe Central-Parent|TURNKEY|CC|BFSI-Consulting & Services Integration-Parent|BFSI-Consulting & Services Integration-Parent|BFSI-Consulting & Services Integration 1.0|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|EP with < 1yr in TCS|11.12|WON|BFSI-Consulting & Services Integration-Parent|BFSI|Agile Coach|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|29/03/2022
1010907|C3B|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - Suncorp Group Limited|IS-BFS7-Parent|TURNKEY|CC|BFSI-Cyber Security-Parent|BFSI-Cyber Security-Parent|BFSI-Cyber Security 1.0|IS-BFS7-Parent|IS-BFS7-ANZ 1.3-Group3|1+ yrs in TCS|13.22|WON|BFSI-Cyber Security-Parent|BFSI|Specialist|Generic|FY22 Completion|14413|Microsoft Certified Azure Security Engineer Associate (AZ-500) Certification|23/06/2021
1964212|C3B|Local|Active Assignment|TCS - Australia|Australia|APAC|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|13.01|WON|IS-BFS7-Parent|BFSI|Solution Architect|Generic|FY22 Completion|13557|Tableau Desktop Specialist Certification|30/06/2020
922778|C3A|Expat|Active Assignment|TCSS Zurich|Switzerland|EUROPE|Group Client - Credit Suisse Group AG|IS-BFSI-Europe Central-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|1+ yrs in TCS|13.51|WON|IS-BFSI-Europe Central-Parent|BFSI|Developer|Generic|FY22 Completion|14830|Microsoft Azure Solutions Architect Expert Certification|02/11/2021
842725|C3B|Expat|Active Assignment|TCSS Zurich|Switzerland|EUROPE|Group Client - SIX Group|IS-BFSI-Europe Central-Parent|TURNKEY|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|1+ yrs in TCS|15.19|WON|IS-BFSI-Europe Central-Parent|BFSI|Designer|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|26/11/2021
236909|C3A|Expat|Long Term US|TCS - NEW YORK 1 NY|United States|NORTH AMERICA|Group Client - New York Life Insurance Company|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|16.22|WON|IS-BFSI-US East-Parent|BFSI|Program Manager|Generic|FY22 Completion|13905|ITIL Foundation Certificate in IT Service Management (Version 4) Certification|05/07/2020
473196|C4|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - NORDEA BANK AB|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|1+ yrs in TCS|16.03|WON|IS-BFSI-Europe NW-Parent|BFSI|Business Relationship Manager|Leadership and Sales|FY22 Completion|2122|Oracle Business Intelligence Foundation Suite 11 Certified Implementation Specialist certification|18/01/2016
208118|C3B|Expat|Active Assignment|TNDL - Amsterdam|Netherlands|EUROPE|Group Client - ABN Amro|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|1+ yrs in TCS|15.59|WON|IS-BFSI-Europe NW-Parent|BFSI|Technical Lead|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|15/02/2022
340089|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - NETS HOLDING A/S|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|1+ yrs in TCS|12.75|WON|IS-BFSI-Europe NW-Parent|BFSI|Senior Engineer|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|11/02/2022
398347|C3A|Expat|Long Term US|TCS - Boynton BeachFL|United States|NORTH AMERICA|Group Client - Prudential Financial Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|11.86|WON|IS-BFSI-US East-Parent|BFSI|Technical Architect|Generic|FY22 Completion|13036|Google Cloud Certified Associate Cloud Engineer Certification|08/07/2021
207049|C3B|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|15.61|WON|IS-BFSI-US West-Parent|BFSI|Consultant|Generic|FY22 Completion|3707|Fellow, Life Insurance Management Institute (FLMI) Certification|31/10/2017
564918|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|10.89|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Transition Lead|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|19/02/2022
336979|C3B|Local|Active Assignment|TCS - Ahmedabad|Ahmedabad|INDIA||CL-BFSI|OPEX|CC|CL-BFSI|CL-BFSI|IS-BFSI-1.0|CL-BFSI|IS-BFSI-1.0|1+ yrs in TCS|12.81|SWON|CL-BFSI|BFSI|Designer|Generic|FY22 Completion|16232|Domain : The Influencer Program_E2_Curriculum|23/01/2022
226177|C3B|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|JOB|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|15.19|WON|IS-BFSI-US West-Parent|BFSI|Technical Architect|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|22/03/2022
207623|C3B|Expat|Long Term US|TCS - Raleigh NC|United States|NORTH AMERICA|Group Client - METLIFE INC.|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|15.59|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|FY22 Completion|3902|ISTQB Certified Tester - Advanced Level:Test Manager Certification|23/12/2011
791914|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|19.35|WON|IS-BFSI-UK 1-Parent|BFSI|Solution Architect|Generic|FY22 Completion|11680|Google Cloud Certified Professional Cloud Architect Certification|18/04/2021
229765|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - XL Global|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.2-Group2|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.2-Group2|1+ yrs in TCS|15.09|WON|IS-BFSI-UK 2-Parent|BFSI|Analyst|Generic|FY22 Completion|4164|Associate, Customer Service - ACS: Life Insurance Certification|14/10/2021
1078627|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - CONTINENTAL CASUALTY COMPANY(CNA)|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|1+ yrs in TCS|13.29|WON|IS-BFSI-US West-Parent|BFSI|Technical Lead|Generic|FY22 Completion|11680|Google Cloud Certified Professional Cloud Architect Certification|26/02/2022
1092429|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - American Express Company|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|12.9|WON|IS-BFSI-US West-Parent|BFSI|Engineer|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|25/01/2022
389824|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|19.3|WON|IS-BFSI-UK 1-Parent|BFSI|Functional Consultant|Generic|FY22 Completion|18567|Oracle Cloud Infrastructure Foundations 2021 Associate Certification|30/12/2021
