employee_number|employee_grade|local_expat|assignment_status|employee_depute_branch|region|geography|group_customer|project_iou|project_type|department|employee_parent_iou|mapped_parent_ou_excluding_bps|mapped_sub_iou_parent_ou_excluding_bps|mapped_project_ou|mapped_sub_project_ou|tcs_exp|total_rel_exp|won_swon|delivery_unit|bg|emp_role|mlt_pool_category|status|completion_certification_id|completion_certification_name|completion_date
232329|C3B|Expat|Long Term US|TCS - Cincinnati OH|United States|NORTH AMERICA|Group Client - FIFTH THIRD BANK|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-West|IS-BFSI-US East-Parent|BFSI US East - Mid-West|1+ yrs in TCS|18.05|WON|IS-BFSI-US East-Parent|BFSI|Program Manager|Generic|FY22 Completion|10134|SAFe Product Manager/Product Owner with PMPO Certification|25/03/2022
545858|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|10.76|WON|IS-BFSI-Europe Central-Parent|BFSI|Designer|Generic|FY22 Completion|2523|PowerCenter Data Integration 9.x:Developer Specialist Certification|24/01/2017
1435975|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - American International Group Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|14.67|WON|IS-BFSI-US East-Parent|BFSI|Technical Lead|Generic|Completed|#N/A|#N/A|#N/A
560301|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - American International Group Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|10.84|WON|IS-BFSI-US East-Parent|BFSI|Analyst|Generic|FY22 Completion|4164|Associate, Customer Service - ACS: Life Insurance Certification|30/11/2019
1197937|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.7-Group7|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.7-Group7|1+ yrs in TCS|11.5|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Developer|Generic|FY22 Completion|10271|IBM Certified Solution Developer - InfoSphere DataStage v11.3 Certification|23/04/2021
1258883|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - London Stock Exchange Group plc|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.4-Group4|1+ yrs in TCS|16.62|WON|BFSI-CBO-Parent|BFSI|Tower Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|29/04/2021
356753|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - THE NORTHERN TRUST COMPANY|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|1+ yrs in TCS|16.9|WON|BFSI-CBO-Parent|BFSI|Project Manager|Generic|FY22 Completion|14187|Microsoft Certified Azure Data Engineer Associate Certification|24/06/2021
1102162|C3A|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Liberty General Insurance Limited|IS-BFSI-US East-Parent|TURNKEY|CC|BFSI-BPS-Parent|IS-BFSI-US East-Parent|BFSI US East - New England|IS-BFSI-US East-Parent|BFSI US East - New England|1+ yrs in TCS|15.38|WON|IS-BFSI-US East-Parent|BFSI|Delivery Manager|Generic|Completed|#N/A|#N/A|#N/A
1041601|C2|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - AgFirst Farm Credit Bank|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.7-Group7|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.7-Group7|1+ yrs in TCS|12.01|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Developer|Generic|FY22 Completion|11072|ISTQB Certified Tester Foundation Level Agile Tester Extension (CTFLAT)|03/03/2022
487501|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|1+ yrs in TCS|12.84|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|Completed|13905|ITIL Foundation Certificate in IT Service Management (Version 4) Certification|11/12/2019
144794|C3B|Expat|Long Term US|TCS - Boynton BeachFL|United States|NORTH AMERICA|Group Client - JP Morgan Chase|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Large Bank/Mortgage|IS-BFSI-US East-Parent|BFSI US East - Large Bank/Mortgage|1+ yrs in TCS|20.35|WON|IS-BFSI-US East-Parent|BFSI|Program Manager|Generic|FY22 Completion|13036|Google Cloud Certified Associate Cloud Engineer Certification|14/01/2022
184044|C5|Local|Active Assignment|TCS - Iselin NJ(South)|United States|NORTH AMERICA||CL-BFSI|OPEX|CC|CL-BFSI|CL-BFSI|IS-BFSI-1.0|CL-BFSI|IS-BFSI-1.0|1+ yrs in TCS|20.44|SWON|CL-BFSI|BFSI|Client Partner|Leadership and Sales|Completed|17260|Digital: Tech 4.0 Certified Professional|11/04/2022
1354009|C3A|Local|Active Assignment|TCS - Nagpur|Nagpur|INDIA|Group Client - MANULIFE FINANCIAL CORP|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|1+ yrs in TCS|13.26|WON|IS-BFSI-Canada-Parent|BFSI|Business Analyst|Generic|Completed|15929|Microsoft Power BI Data Analyst Associate Certification|07/07/2022
580521|C3A|Expat|Active Assignment|TMCV - Mexico City|Mexico|LATAM|Group Client - London Stock Exchange Group plc|IS-BFSI-UK 1-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.4-Group4|1+ yrs in TCS|14.96|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|FY22 Completion|6748|AWS Certified SysOps Administrator - Associate|27/08/2018
548339|C3A|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - Mitsubishi UFJ Financial Group Inc.|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|10.72|WON|IS-BFSI-UK 1-Parent|BFSI|Developer|Generic|Completed|15288|Microsoft Azure Developer Associate Certification|06/06/2022
1671521|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA||BFSi-Cyber Security-Parent|OPEX|CC|BFSI-Cyber Security-Parent|BFSI-Cyber Security-Parent|BFSI-Cyber Security 1.0|BFSI-Cyber Security-Parent|BFSI-Cyber Security 1.0|1+ yrs in TCS|10.72|SWON|BFSI-Cyber Security-Parent|BFSI|Consultant|Generic|FY22 Completion|4927|GCIH - GIAC Certified Incident Handler Certification|14/12/2018
1690596|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Nationwide Building Society|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|12.42|WON|BFSI-CBO-Parent|BFSI|Developer|Generic|Completed|#N/A|#N/A|#N/A
226011|C3A|Expat|Active Assignment|TCS - Poland|Poland|EUROPE|Group Client - Rabobank|IS-BFSI-Europe NW-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|1+ yrs in TCS|15.23|WON|BFSI-CBO-Parent|BFSI|Engineer|Generic|Completed|14124|Microsoft Azure Fundamentals (AZ-900) Certification|18/11/2021
480312|C4|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|1+ yrs in TCS|15.07|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|FY22 Completion|10126|SAFe Advanced Scrum Master Course with SASM Certification|06/08/2021
162660|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Comerica Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - PA & MI|IS-BFSI-US East-Parent|BFSI US East - PA & MI|1+ yrs in TCS|17.16|WON|BFSI-Enterprise Application Services - Parent|BFSI|Business Analyst|Generic|Completed|14740|Pega Certified Decisioning Consultant (PCDC) Certification|18/12/2019
189739|C3B|Expat|Long Term US|TCS - Iselin NJ(South)|United States|NORTH AMERICA|Group Client - New York Life Insurance Company|IS-BFSI-US East-Parent|JOB|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|16.23|WON|BFSI-CBO-Parent|BFSI|Program Manager|Generic|FY22 Completion|13036|Google Cloud Certified Associate Cloud Engineer Certification|17/01/2022
517648|C3B|Expat|Active Assignment|RM Norway|Norway|EUROPE|Group Client - Tryg A/S|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|1+ yrs in TCS|18.29|WON|IS-BFSI-Europe NW-Parent|BFSI|Analyst|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|14/01/2021
180881|C4|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - HSBC|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.3-Group3|1+ yrs in TCS|18.92|WON|IS-BFSI BPO - Parent|BFSI|Project Manager|Generic|FY22 Completion|2122|Oracle Business Intelligence Foundation Suite 11 Certified Implementation Specialist certification|28/04/2014
497538|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Royal Bank of Canada|IS-BFSI-Canada-Parent|TURNKEY|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.3-Group3|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.3-Group3|1+ yrs in TCS|16.79|WON|IS-BFSI-Canada-Parent|BFSI|Lead|Generic|Completed|#N/A|#N/A|#N/A
236921|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - London Stock Exchange Group plc|IS-BFSI-UK 1-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.4-Group4|1+ yrs in TCS|16.52|WON|BFSI-CBO-Parent|BFSI|System Administrator|Generic|Completed|13905|ITIL Foundation Certificate in IT Service Management (Version 4) Certification|22/08/2019
190352|C3B|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Bank of America|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-BOA|IS-BFS7-Parent|IS-BFS7-BOA|1+ yrs in TCS|19.2|WON|IS-BFS7-Parent|BFSI|Tower Lead|Generic|Completed|3854|Professional Scrum Master II Certification|24/09/2022
307681|C3A|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TURNKEY|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|13.98|WON|IS-BFS7-Parent|BFSI|Technical Lead|Generic|Completed|1290|AWS Certified Solutions Architect - Associate Level Certification|18/03/2020
462902|C3B|Expat|Long Term US|TCS - NEW YORK 1 NY|United States|NORTH AMERICA|Group Client - Equitable Holdings Inc.|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|18.23|WON|IS-BFSI-US East-Parent|BFSI|Project Manager|Generic|FY22 Completion|14599|Microsoft Certified Azure Developer Associate Certification|19/01/2022
165279|C3A|Local|Active Assignment|TCS - Bhubaneswar|Bhubaneswar|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|18.52|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Developer|Generic|Completed|14887|SnowPro Core Certification|29/09/2022
249277|C3B|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|17.96|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|FY22 Completion|4259|PRINCE2 Foundation certification|19/04/2015
251585|C3B|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|14.31|WON|IS-BFS7-Parent|BFSI|Service Delivery Owner|Generic|Completed|4259|PRINCE2 Foundation certification|10/08/2022
183981|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Aviva|IS-BFSI-UK 2-Parent|TURNKEY|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|1+ yrs in TCS|17.95|WON|IS-BFSI-UK 2-Parent|BFSI|Delivery Manager|Generic|Completed|#N/A|#N/A|#N/A
472888|C3A|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - Suncorp Group Limited|IS-BFS7-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFS7-Parent|IS-BFS7-ANZ 1.3-Group3|1+ yrs in TCS|11.62|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|FY22 Completion|9343|Oracle SOA Suite 12c Certified Implementation|24/02/2016
243666|C3B|Expat|Long Term US|TCS - Boynton BeachFL|United States|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.2-Group2|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.2-Group2|1+ yrs in TCS|17.62|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Developer|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|24/05/2019
208403|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|TURNKEY|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|19.82|WON|IS-BFSI-Europe Central-Parent|BFSI|Business Analyst|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|25/02/2022
467744|C3B|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TURNKEY|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|15.98|WON|IS-BFSI-UK 1-Parent|BFSI|Analyst|Generic|FY22 Completion|3901|ISTQB Certified Tester - Advanced Level:Test Analyst Certification|21/02/2017
460784|C3A|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|1+ yrs in TCS|11.77|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Architect|Generic|Completed|1290|AWS Certified Solutions Architect - Associate Level Certification|14/09/2019
459966|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|1+ yrs in TCS|11.77|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Developer|Generic|Completed|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|24/09/2022
497217|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Nationwide Building Society|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|14.66|WON|BFSI-CBO-Parent|BFSI|Technical Architect|Generic|FY22 Completion|11139|Certification : AWS Certified Security - Speciality|12/03/2022
1624466|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - U.S. Bancorp|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|12.33|WON|IS-BFSI-US West-Parent|BFSI|Scrum Master|Generic|FY22 Completion|11072|ISTQB Certified Tester Foundation Level Agile Tester Extension (CTFLAT)|28/03/2019
1195711|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - AIMCO Properties|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|1+ yrs in TCS|11.87|WON|IS-BFSI-US West-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|29/10/2019
356245|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|16.82|WON|IS-BFSI-UK 1-Parent|BFSI|Analyst|Generic|Completed|12862|Blue Prism Professional Developer Certification|11/01/2019
517781|C3A|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - Suncorp Group Limited|IS-BFS7-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFS7-Parent|IS-BFS7-ANZ 1.3-Group3|1+ yrs in TCS|11.26|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|Completed|14124|Microsoft Azure Fundamentals (AZ-900) Certification|27/07/2022
1069502|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - SVB Financial Group|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-US West-Parent|IS-BFSI-US West 1.1-Group1|1+ yrs in TCS|10.88|WON|BFSI-Enterprise Application Services - Parent|BFSI|Developer|Generic|FY22 Completion|9343|Oracle SOA Suite 12c Certified Implementation|30/11/2016
532348|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Aviva|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|1+ yrs in TCS|18.24|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Architect|Generic|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|18/12/2021
342071|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Aviva|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|1+ yrs in TCS|12.73|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Architect|Generic|Completed|4404|AWS Certified Developer â€“ Associate Level (ENGLISH)|19/09/2022
1736799|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|16.82|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|Completed|14174|Microsoft Certified Azure Administrator Associate Certification|14/10/2022
925475|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|15.58|WON|BFSI-CBO-Parent|BFSI|Analyst|Generic|Completed|13905|ITIL Foundation Certificate in IT Service Management (Version 4) Certification|06/09/2022
1257821|C3A|Expat|Active Assignment|TBEL - Brussels|Belgium|EUROPE|Group Client - ING|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.3-Group3|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.3-Group3|1+ yrs in TCS|12.46|WON|IS-BFSI-Europe NW-Parent|BFSI|Technical Lead|Generic|FY22 Completion|14229|Microsoft Azure AI Engineer Associate Certification|03/01/2022
203202|C3B|Expat|Active Assignment|TCSS Zurich|Switzerland|EUROPE|Group Client - SIX Group|IS-BFSI-Europe Central-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|1+ yrs in TCS|15.8|WON|IS-BFSI-Europe Central-Parent|BFSI|Technical Architect|Generic|FY22 Completion|2523|PowerCenter Data Integration 9.x:Developer Specialist Certification|29/09/2015
196612|C4|Expat|Active Assignment|TCS - London|United Kingdom|UK||IS-BFSI-UK 1-Parent|OPEX|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|1+ yrs in TCS|18.03|SWON|IS-BFSI-UK 1-Parent|BFSI|Client Partner|Leadership and Sales|Completed|13873|LDP : Ambassador Corps - Global SalesÂ  training program|11/03/2021
377855|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.2-Group2|1+ yrs in TCS|12.09|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|Completed|#N/A|#N/A|#N/A
226034|C3B|Local|Active Assignment|TCS - Kochi|Kochi|INDIA|Group Client - AXA|IS-BFSI-UK 2-Parent|TURNKEY|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|19.2|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Lead|Generic|Completed|#N/A|#N/A|#N/A
1551941|C3A|Local|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - CIBC|IS-BFSI-Canada-Parent|TURNKEY|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|1+ yrs in TCS|17.34|WON|IS-BFSI-Canada-Parent|BFSI|Analyst|Generic|FY22 Completion|14187|Microsoft Certified Azure Data Engineer Associate Certification|14/01/2021
